0,1,2,3,4,5,6,7,8,9
PS1-11aj (gri),0.018191127,-2.7624476,-0.84691554,1.4418441,-0.37346667,-0.7081218,0.03257839,-0.4233756,-1.032777
PS1-11ajs (gri),-0.43739307,-0.3901236,1.3137326,0.8654266,0.004614055,1.1199001,-0.11148735,1.2828251,1.1657746
PS1-11ala (gri),-0.30463767,-1.4771278,0.5103087,0.48579186,-0.09305915,0.87690157,0.92984784,0.46191692,1.6536759
PS1-11alv (gri),0.017637331,-0.11393158,-1.2674291,0.87302065,-1.0065296,0.5541039,0.9708657,2.321421,-0.3359337
PS1-11cn (gri),1.4626293,1.5620714,-2.5282614,1.0480647,-1.1345723,-0.89646703,0.5091207,-0.72629124,1.5761359
PS1-11e (gri),0.00174586,-2.5054555,0.08925057,-0.77804625,-0.19031927,-0.8257346,0.2529806,-1.375872,0.26729983
PS1-11fi (gri),0.8501223,-0.38093686,-2.1315823,1.374347,0.7439572,-0.4730403,-1.2505554,-1.114401,-2.1266036
PS1-11mz (gri),0.25127968,0.38961044,-0.19566761,1.1160727,-1.0855522,1.2127591,0.38146517,2.7787044,-1.374584
PS1-11p (gri),-0.10595918,-0.708446,0.76120704,-0.37916508,0.9499861,-1.2586682,0.9364254,-1.6369852,1.8018072
PS1-11uw (gri),0.007885774,-0.43257028,0.42423955,1.0345337,-0.9526529,1.1642631,0.8687063,2.5922174,-0.96312636
PS1-11w (gri),0.34273162,0.84599686,0.28450343,0.8411325,-0.8281192,1.2262807,0.44137663,2.625367,-1.3160098
PS1-11xw (gri),-0.2694795,0.47728154,-1.0625414,0.5144444,-0.6907278,-0.64215523,1.7960819,0.7409774,1.2091573
PS1-12bku (gri),-1.7414026,-2.3385394,1.8614386,0.2481556,1.0637078,-0.574105,-1.4375364,-0.022638824,-0.8291233
PS1-12bqf (gri),-3.1313407,-4.9601207,2.2971902,0.43987316,-0.6966699,-0.2263122,-0.1747705,2.5369961,-2.6342685
PS1-12sk (gri),1.6719779,3.5068727,-2.0018375,0.5671293,-1.3116724,2.4663267,0.23954342,-0.9880661,-0.08569562
PS1-13baf (gri),-3.5762417,-4.6824517,2.6417902,0.31016073,-0.33126208,-0.18111402,-0.51835954,2.3345907,-2.1395798
PS1-13bni (gri),-2.283712,-5.0260878,1.4599131,0.88653463,-0.43572354,-0.69034696,0.2388314,2.1603096,-2.7840168
PS1-13gt (gri),-2.0173562,-2.112149,1.7976811,0.32881632,1.1039594,-0.6146261,-1.5813577,-0.2822595,-0.73959106
PS1-13or (gri),-1.7359592,-3.8776367,2.5102832,-0.5347573,1.423481,-0.7224497,-0.76926833,0.44811743,-1.1972601
PS1-13wr (gri),-2.7698152,-3.04565,2.8275201,-0.022121817,0.86304235,0.061223347,-1.0284795,1.1696371,-1.197485
PS15adh (gri),0.6085552,-0.5921465,-0.40364647,2.0364425,-1.4214199,1.121697,0.83516186,1.595611,-1.3251175
PS15aii (gri),1.1304266,2.3114145,-1.5513191,-0.37260988,-1.4313107,2.9571555,0.40224856,1.7891797,-2.1582882
PS15aoq (gri),1.9671539,1.9192709,-2.4635472,1.1896869,-0.9054551,1.1885529,0.516461,0.6944968,-1.598061
PS15bif (gri),0.17219833,-0.7082002,-1.5556331,1.8639584,-1.0217731,0.18045805,1.0395734,0.8535394,-0.49306193
PS15bjg (gri),2.0828092,2.9587767,-2.6723475,1.3021253,-1.3841156,1.6160148,0.24905026,-0.84390557,0.25621757
PS15bwh (gri),1.1716356,0.4331503,-1.59743,1.8030292,-1.595595,1.3208538,-0.046347115,1.7151662,-2.141955
PS15cfn (gri),0.6969073,-0.18260083,-1.6246448,0.6654413,-2.0331364,1.7661178,0.72504115,2.9882257,-1.9954479
PS15cku (gri),0.7106266,-0.64195573,-1.3578535,2.3051395,-1.3436321,0.8447269,0.05651066,1.2437848,-1.8356919
PS15cms (gri),0.64272094,0.65890324,-1.3783064,1.3512911,-1.5363438,1.2269412,0.13542311,2.4944324,-1.613421
PS15cut (gri),1.2132587,2.073662,-0.91153795,1.5574878,-0.8601817,0.024697924,0.5276437,1.7245412,-0.5008456
PS15cze (gri),-0.12475976,2.4446929,-0.01749833,-0.401826,-0.42445567,1.3617777,0.36382905,1.70792,0.04702441
PS15mt (gri),1.146819,0.21466899,-2.2598207,2.0001981,-1.4732345,0.8301951,0.31148764,1.2649461,-1.7405307
PS17yt (gri),1.6434304,1.3423606,-1.0551828,1.5440308,-1.9273386,2.3298829,-0.2234782,1.6043098,-2.8237495
PSN J01534240+2956107 (gri),0.4702585,1.1372157,-2.1987803,1.6425645,-1.8683695,0.5911357,0.37126243,2.0724418,-1.1760074
PSN J20435314+1230304 (gri),1.5659662,3.3495085,-0.7411376,-0.09215651,-0.50620276,1.216301,0.31337857,0.5738026,-0.53514737
PSN J23102264+0735202 (gri),-0.006835511,0.039463565,-1.3118231,0.6074615,-0.9231501,0.7341897,0.43111634,2.4372983,-0.55681664
PTF10aagc (gri),2.0789967,2.9972677,-1.648656,0.4436417,-1.0414045,1.3821849,1.006366,0.29694358,-1.1040798
PTF10bfz (gri),-0.02093739,-2.873115,-0.5661892,1.1307267,-0.35599658,-0.6110725,0.08350767,-0.19660927,-1.252585
PTF10fqs (gri),-2.1273835,-2.5833757,2.5519774,0.082382,1.1051781,0.1957098,-0.9300526,1.0541319,-1.1573935
PTF11dec (gri),0.14408468,1.1382018,-1.3521163,1.3292477,-0.58352184,1.5105153,-1.1082692,2.4999342,-1.1394027
PTF11kmb (gri),1.116049,3.5781298,0.3993897,-0.10037773,0.23549588,0.8999482,-0.12501502,-0.2010872,0.34010345
PTF12csy (gri),-3.715396,-4.613463,2.764059,0.24362192,-0.26435596,-0.18217304,-0.6349477,2.249553,-2.0054839
PTF12gty (gri),-1.6658462,-3.9861383,1.8001467,0.54125357,1.004414,-0.7570016,-0.512175,0.7092793,-1.2129046
PTF12mxx (gri),0.1494236,-3.1500757,-0.15290111,0.025496589,-0.53763056,-0.5927815,0.472932,-0.25779703,-1.1208531
PTF13cjq (gri),0.18958347,-3.1412642,0.5875371,0.9876232,-0.15014412,-0.03258365,0.16405775,0.31132555,-0.5280781
PTF13ehe (gri),-2.8593805,-5.133089,2.2559314,0.29688653,-0.769271,-0.42601305,-0.3717232,2.3639755,-2.823326
SN2003fi (gri),-0.17166303,-0.7258263,0.7171609,-0.2935795,1.0110937,-1.3081771,0.6927377,-1.8043424,1.7594589
SN2003fk (gri),-1.6418189,1.3497216,1.2014441,-1.0485317,1.4465585,-0.19296473,-0.21587059,-1.2250684,0.8860772
SN2003fn (gri),-1.3140625,0.9817888,2.4674978,-1.1080993,2.0364892,-0.23456044,-2.1174836,-2.126634,0.33765665
SN2003fp (gri),-0.70270306,0.63612676,2.1972842,-1.3833385,1.8913918,0.27216953,-0.9679078,-1.566897,1.2048908
SN2003ha (gri),-0.8021568,-0.4824052,1.7040457,0.6988056,-0.15067366,1.3660636,0.012153431,0.77012545,0.8667572
SN2004eo (gri),0.9031406,2.0888474,-0.74541473,0.6499924,-0.9161452,1.798015,-0.12915975,2.3007386,-1.728478
SN2004ew (gri),-0.22015986,-0.16354536,-0.6622669,0.37858975,1.3604043,-1.1455513,-2.0636406,-2.1480348,-0.7109946
SN2004ex (gri),-0.48828954,-0.12147444,1.6850269,0.36678466,0.8828998,1.1061373,-0.5723193,1.4474843,0.3708017
SN2004ey (gri),1.1368656,1.4148434,-1.7191981,1.4106494,-1.4749116,1.6608431,-0.16207893,2.2251177,-2.0437376
SN2004ff (gri),-0.48822516,1.5269042,1.5557641,-0.36388233,0.37883326,0.92360806,-1.0635673,1.1187301,-0.513742
SN2004gc (gri),0.6414079,0.86441743,-1.3272352,1.4371204,-0.017488498,0.8180954,-0.81925017,1.8042037,-1.0564977
SN2004gt (gri),-0.65512705,1.161239,1.4126568,-1.5386777,1.3354398,0.6473507,-0.33674031,0.05003679,0.7663954
SN2004gu (gri),0.6684937,-0.67372596,-1.4954116,2.1643577,-1.0398184,0.6579862,0.171686,1.0156112,-1.3863207
SN2004gv (gri),-0.66713005,0.7137317,0.58837235,-0.81340057,0.7340582,0.9297395,0.9054545,1.560057,1.0359783
SN2005A (gri),1.1148552,0.6389662,1.3699027,-1.3872917,1.6023803,0.0021355469,-0.17024243,0.20657995,1.6945237
SN2005M (gri),0.7614136,0.32085353,-0.93449634,2.2500234,-1.2677691,1.0570304,-0.0040280796,1.8176612,-2.2043514
SN2005Q (gri),0.77980244,-0.6211164,-0.82043463,1.317705,-0.49513024,-1.4845586,0.9680177,-1.6851346,2.1396914
SN2005W (gri),2.0950768,2.4279823,-2.7288938,1.2347826,-1.4177331,1.0152797,0.5644359,-0.11119382,0.18447249
SN2005ag (gri),0.75718796,-0.31704712,-1.3374207,2.1330159,-1.0678532,0.8316988,0.06146096,1.2679967,-1.6545213
SN2005be (gri),1.002844,-0.09771822,-2.212457,1.1888596,0.8759732,-0.4352196,-1.4817592,-1.1908213,-2.2963548
SN2005bj (gri),-0.33271092,-0.14408459,-0.45104274,0.4072492,-0.20772615,1.393378,2.3770065,-0.29672375,0.80384535
SN2005el (gri),1.8213813,3.0420482,-1.2414093,0.43765962,-1.3828518,2.5249486,0.017436713,1.0029541,-2.0677505
SN2005eq (gri),0.4554798,-1.1749024,-1.4685539,2.2219,-0.8881337,0.3188114,0.19696127,0.6241487,-1.1659905
SN2005iq (gri),1.8529059,2.6898663,-1.6709608,1.0593706,-1.5414512,2.0928566,-0.070687026,1.2763828,-2.1660912
SN2005kc (gri),0.9126504,2.5099807,-1.7282741,-0.019806033,-0.46570313,0.85932904,0.75873214,1.8141619,-0.5861051
SN2005ke (gri),1.1268336,3.7052162,-0.11865711,-0.33930978,-0.24823493,1.6748452,-0.0053544217,-0.009644739,-0.27559274
SN2005ki (gri),1.8602077,3.002244,-1.222434,0.5555423,-1.4340376,2.4968302,-0.021730429,1.0216044,-2.1384366
SN2005mc (gri),1.5058093,3.6725564,-0.4453808,-0.21124646,-0.49012935,1.715772,0.20998001,0.300153,-0.63947654
SN2006D (gri),1.8930937,3.3003578,-1.048272,0.4430955,-1.2232939,2.2962778,-0.0108485855,0.96658516,-1.8915422
SN2006T (gri),-0.48405802,1.4700029,1.5841457,-0.32484478,0.40923786,0.9121464,-1.0748416,1.0890756,-0.38472974
SN2006X (gri),0.46834788,1.6133299,2.1831515,-1.1589212,1.0463526,1.0538727,-0.61403006,0.7853244,0.7026603
SN2006bt (gri),0.06546627,0.4977262,-1.2862234,0.5353087,-0.889614,0.80824375,0.81836,2.3621132,-0.5554116
SN2006ej (gri),1.4258306,0.30236024,-1.8739561,1.6354476,-0.28946072,0.74184537,-0.52835804,0.17027849,-2.2135003
SN2006ep (gri),-0.54047227,1.5423965,1.5695453,-0.42657024,0.44019458,0.89632344,-1.0397803,0.90411407,-0.27773067
SN2006et (gri),0.5251169,1.1133149,-1.1249241,1.2664229,-1.3389319,1.8503278,-0.41190767,2.8458395,-1.75949
SN2006fo (gri),-0.52810997,-1.1468053,1.8284175,0.73053783,0.7280526,0.69092894,-0.82815784,1.3077794,-0.10043482
SN2006fw (gri),-0.16396181,-0.287644,-1.011228,0.93697345,-0.6482938,1.1079931,2.2705474,0.032160737,0.3541738
SN2006gj (gri),1.285824,3.591337,-0.43893388,-0.39343855,-0.55532223,1.9804689,0.1819896,0.38164324,-0.74975574
SN2006gt (gri),1.3014688,2.8124528,-0.43331516,0.6135258,-0.6040171,0.82280207,0.52158844,1.4238635,-0.77537477
SN2006hx (gri),0.8951175,2.7495887,-1.2304553,-0.4881333,-0.9140248,2.493001,0.1367744,1.7803338,-1.5710541
SN2006is (gri),1.1129363,0.12403741,-2.1853778,1.0187384,0.9837603,-0.3256055,-1.6713586,-1.2159624,-2.476643
SN2006lc (gri),0.3708567,2.8014076,0.12542228,-1.2381467,0.52801234,0.85206085,-0.8326211,-0.71033806,0.63596743
SN2006lu (gri),0.77373177,-0.6018548,-2.170248,1.5515016,0.573594,-0.49973655,-1.0145296,-0.9702074,-2.081398
SN2006mr (gri),1.0156593,4.0142655,0.041419193,-0.32332775,-0.16504805,2.06203,-0.2160252,-0.5337259,-0.17341307
SN2006ot (gri),1.2146906,0.005734632,-1.9404418,1.578146,0.05853815,0.34847465,-0.7102984,-0.26797485,-2.1968849
SN2007N (gri),1.0007956,4.0181518,0.07363218,-0.3333934,-0.1528714,2.058369,-0.2168348,-0.53202254,-0.16608717
SN2007Y (gri),-0.25614145,2.2009463,-0.32079548,-0.076013446,-0.23938006,0.12244028,1.1170337,0.86907285,1.0041568
SN2007ai (gri),0.1847623,0.12152186,-1.391748,1.4923035,-0.3283685,1.0468847,-0.7301944,1.8120745,-0.8107778
SN2007ax (gri),1.023231,3.9695191,0.023950314,-0.32227853,-0.161392,1.9922525,-0.20134595,-0.48461515,-0.16400771
SN2007ca (gri),0.2771594,1.3662437,-1.8923562,0.8782786,-0.6968556,1.5834918,-0.6504916,2.4014423,-1.0347619
SN2007hx (gri),0.118191466,1.1932039,-0.88480294,0.7014402,-0.5360314,1.2046877,-0.21601173,2.3866503,-0.7345415
SN2007if (gri),0.9072841,-0.28696933,-2.0152159,1.2849805,0.8028809,-0.32780224,-1.3247977,-1.1256449,-2.2097116
SN2007jg (gri),1.4927012,2.0555992,-2.1372075,1.3579328,-1.3582685,1.5727862,-0.06515296,1.9431268,-1.9079812
SN2007jh (gri),1.1065828,3.4605436,-0.3681572,-0.40877888,-0.4369646,1.6443762,0.17448828,0.5554218,-0.50682807
SN2007le (gri),0.27808878,1.2099686,-1.2570331,1.305962,-0.75438726,1.6402687,-0.9740435,2.5632207,-1.3701761
SN2007mm (gri),1.393388,3.4515254,-0.084433645,-0.1471579,0.030537795,0.7347855,0.005149596,-0.078043595,0.27764627
SN2007nq (gri),1.669293,2.5296056,-1.558596,1.1119037,-0.9665438,1.520667,-0.08394587,1.618745,-1.7837237
SN2007on (gri),1.7388026,3.3192215,-0.8308916,0.39605185,-0.8812321,1.7204201,0.11453617,0.9645769,-1.3538415
SN2008C (gri),1.631115,3.504816,-1.0559396,-0.41621482,-1.1000707,2.9767842,0.28417444,0.32973447,-1.603131
SN2008aq (gri),-0.43281606,-0.568235,1.6022174,0.6949333,0.7344466,0.72186583,-0.8249316,1.6115415,0.34578434
SN2008bc (gri),0.7017342,1.4603122,-1.2822689,1.0909988,-1.3247614,2.0572739,-0.45634687,2.6133573,-1.8589897
SN2008fp (gri),-0.0050126617,2.069012,-0.55370003,0.10367587,-0.40551203,1.4986029,-0.35763043,2.4107528,-0.54930043
SN2008gc (gri),-0.18943678,-2.6502295,-0.036275107,0.9558182,0.3053135,-0.37434036,0.5048872,-0.6869276,-0.7080751
SN2008gp (gri),1.2944973,1.6116116,-2.2381024,1.3257953,-1.4335679,1.5659668,0.06629323,2.1591828,-1.8800049
SN2008hv (gri),1.8517789,2.9462187,-1.3437215,0.5777559,-1.4706672,2.5283144,-0.029719569,1.0345389,-2.1518533
SN2009K (gri),1.2025996,0.8383544,-0.4660454,0.06560022,0.5153726,-2.1571684,0.14337616,-0.9719882,3.0103111
SN2009Z (gri),-0.40657115,-0.35819018,1.335368,0.6823898,0.6374235,0.96878105,-0.3756514,1.704094,0.8036398
SN2009cb (gri),0.43819988,-1.0445787,-1.3189628,1.4119105,0.91681,-0.77115583,-0.80061275,-2.296917,-0.046416428
SN2009dc (gri),0.71367365,0.6101771,-0.8963513,0.21676473,-1.8669254,2.5579684,0.3179593,2.3324392,-2.4827988
SN2009dt (gri),-0.1895989,0.1633694,1.5511162,-1.3956547,1.625675,0.6089388,-0.50756156,0.18223923,1.1243907
SN2009kz (gri),-0.1679325,-0.0522129,1.6168153,0.07016823,1.4215021,-0.6868944,0.42867005,-1.4087372,1.6975781
SN2010bb (gri),-0.25737065,0.50597435,0.4419615,0.12914474,-0.40445045,1.6891717,0.87862355,2.7456298,-0.6551704
SN2010bc (gri),-0.61151093,-0.05257842,1.3124795,0.39512476,0.4447355,1.5396949,0.21979286,1.3473916,0.5972121
SN2010fb (gri),-1.8732874,-1.3685876,3.5866065,0.35149175,-0.6735826,1.1831118,-0.9857615,-0.47103497,-0.37776074
SN2010fc (gri),-0.14993747,-1.7089385,1.8078318,1.1462324,0.342695,0.71447545,-0.7987636,0.910213,-0.13184349
SN2010fe (gri),0.1450772,-0.09969911,1.4545857,-0.9013503,0.99209684,-0.42177653,1.4597985,-0.9054369,1.621746
SN2010fh (gri),1.3228847,0.9600179,-0.7418261,-0.92758304,0.17226437,-1.4175705,0.17250222,-0.42290953,2.482144
SN2010fm (gri),-0.88207716,-0.57097113,1.8328007,0.7863421,-0.029006103,1.3584092,-0.09143707,0.54357564,0.9484623
SN2010fo (gri),-0.2970928,0.82394457,1.3866191,0.4994533,0.20665658,0.8210701,-1.1141975,1.7754425,0.09463258
SN2010fq (gri),0.25253767,-2.6869962,1.1171193,1.1819876,-0.080935314,0.22087923,-0.2798449,0.44176665,-0.11872953
SN2010fs (gri),0.6866546,2.271251,-0.59747577,-2.1749024,-0.9615076,-0.3378024,1.4144629,-0.27204704,0.6363567
SN2011jq (gri),1.3201675,3.574938,-0.3233246,-0.26725668,-0.32260638,1.4152448,0.11741003,0.2055677,-0.30348402
SN2012aw (gri),-2.954311,-4.9025774,2.436118,0.4739931,0.11270165,-0.43184906,-1.1045039,1.9379108,-2.0805733
SN2013ab (gri),-2.1925645,-2.1371026,2.3753214,-0.6425622,-0.18117581,0.99550074,0.14326856,2.7522616,-2.6273224
SN2013am (gri),-3.4572332,-3.6128154,2.564701,0.60458964,0.6121641,0.33583823,0.121791415,2.2816284,-1.2583702
SN2013cs (gri),2.0945003,2.858366,-2.7274952,1.3462334,-1.4709404,1.6582348,0.34412375,-0.68433064,0.16108602
SN2013cv (gri),1.0565004,2.183765,-1.7053953,0.7928567,-1.7005798,3.0130966,-0.6835809,2.088671,-2.158357
SN2013ej (gri),-0.068199985,-2.678792,1.1184459,0.52887785,0.35483897,0.4527693,0.3461001,1.4552716,-2.2172866
SN2014cy (gri),-2.9010372,-3.0471187,2.608331,-0.14677867,-0.18565477,0.7037157,0.08262462,2.687697,-2.3189454
SN2014dw (gri),-0.2594637,-3.7235234,1.1628033,0.47240296,0.5412094,-0.34519923,0.21385276,0.79920536,-1.7138934
SN2015M (gri),1.2107954,2.3643773,-1.6866206,-0.40567988,-1.4323457,2.947939,0.50173473,1.7041497,-2.1529298
SN2016H (gri),0.47711134,0.7927226,-2.1027675,2.2628329,-1.6183172,0.029162865,0.6719507,1.333594,-1.1752118
SN2016J (gri),0.415979,1.0208968,-2.361069,1.935439,-1.8865136,0.15582094,0.70067763,1.5588046,-1.0166932
SN2016K (gri),1.5944989,2.9033291,-1.5986806,0.31808817,-0.8546811,1.8341434,0.27424362,1.3640207,-1.5673351
SN2016W (gri),1.3063338,2.6642647,-1.7223978,0.09634294,-0.6509791,1.4582266,0.6592253,1.6392895,-1.2403138
SN2016aew (gri),1.8048213,3.316565,-1.3015692,-0.09969243,-1.1153332,2.6091099,0.33879736,0.5600006,-1.7115717
SN2016afk (gri),0.47185516,0.6235011,-1.6123519,1.3425598,-1.5535322,0.99277425,0.11440204,2.4868379,-1.3516203
SN2016ai (gri),0.08380378,0.29499522,-1.1482983,0.9055024,-0.7759637,0.89323515,0.16820161,2.4101174,-0.6932313
SN2016ajl (gri),1.1192076,2.6649153,-1.3493724,0.06371679,-0.92594385,2.1390295,0.0639569,1.796299,-1.6107385
SN2016alt (gri),0.21808416,-2.9997292,0.65418607,1.0197372,-0.16523635,0.10967814,0.1911379,0.39013648,-0.39692128
SN2016aqt (gri),0.2025798,-1.033165,-1.8844961,2.256702,-1.0842419,-0.14014873,0.6605929,0.47774512,-0.8192623
SN2016arc (gri),1.8140738,3.2628858,-1.1358396,-0.49680012,-0.43932527,0.460855,0.20108336,0.14927037,0.33538437
SN2016axw (gri),1.1935468,0.21954085,-2.1974192,1.9533297,-1.4432273,0.9436811,0.24392827,1.3407638,-1.8154124
SN2016ayg (gri),0.5132886,1.6787372,-2.4008548,1.7781435,-2.5023553,0.56323314,0.41097194,1.7911688,-1.3304975
SN2016baq (gri),1.6936923,3.4525838,-1.1551573,-0.3134636,-1.083465,2.817804,0.31612435,0.3884284,-1.6022696
SN2016bew (gri),0.028173756,0.7745795,-1.2515693,1.2225596,-1.8400584,0.4331799,0.1465174,2.814473,-0.9143102
SN2016bkw (gri),1.2055448,0.26832363,-1.6033753,1.8938576,-1.5656319,1.2675776,-0.028204693,1.5556403,-2.1611984
SN2016blh (gri),0.29688537,2.8819313,-0.760844,-0.7387516,-0.36485314,1.5315607,0.0207645,1.3901271,-0.35163516
SN2016blj (gri),0.6429544,-0.86125875,-1.430568,2.1664233,-0.9004722,0.6085136,0.17987904,0.85456574,-1.2412121
SN2016bln (gri),0.52947813,1.0010581,-1.1858735,1.460113,-1.5875024,1.9850926,-0.47218263,3.1838503,-1.8866457
SN2016bmc (gri),0.24028786,-0.05826723,-1.1212711,0.6761861,1.2887075,-1.0312343,-2.0595846,-2.1105409,-0.9517955
SN2016bmh (gri),0.40446904,1.1529021,-2.1622176,1.7031032,-2.1350167,0.6508415,0.23361175,2.1877244,-1.305028
SN2016ccj (gri),0.76206875,0.68219525,-0.86870974,0.39083326,-1.8326753,2.5010226,0.20853175,2.3407114,-2.4851766
SN2016cck (gri),0.41655535,3.002704,-1.0782164,-0.81482685,-0.50844425,1.8576498,-0.081785865,1.5635009,-0.6551329
SN2016cob (gri),1.4154243,0.25945917,-1.7506168,1.8030884,-0.6636469,0.96890867,-0.32787234,0.61455065,-2.1304903
SN2016cuv (gri),0.95858216,-0.29016858,-2.0908782,1.258323,0.8615236,-0.3608962,-1.3526884,-1.2141936,-2.2477694
SN2016cvv (gri),0.6485861,1.3713919,-0.5628088,0.51009345,-1.3268547,2.4538426,-0.2904364,2.568018,-2.215734
SN2016cvw (gri),1.6681596,3.5132337,-1.0823412,-0.3545519,-1.0729843,2.8694968,0.29533425,0.30434757,-1.5503696
SN2016drl (gri),1.3921494,0.5870499,-2.273588,1.1609985,-0.9997673,-0.96777576,0.36444506,-1.3681225,1.5296029
SN2016enx (gri),0.19366919,0.21349274,-1.5011226,0.92241853,-0.8912411,0.8474151,0.3517992,2.3114996,-0.759495
SN2016eqb (gri),1.84284,3.2770276,-1.5360903,-0.21954481,-0.99426436,2.5691757,0.50181055,0.5658526,-1.7075704
SN2016esh (gri),0.3090353,-1.5555065,-1.4376545,2.1669402,-0.7780529,0.061296415,0.22029053,0.34243086,-1.0502603
SN2016fbo (gri),1.2826883,0.4624031,-2.1820657,0.780123,1.1222744,-0.17871948,-1.9382455,-1.2338814,-2.7433019
SN2016fff (gri),0.5580859,-1.1727561,-1.969814,1.910383,0.1835958,-0.44223896,-0.301302,-0.79044646,-1.68339
SN2016ffh (gri),0.263062,-1.4024265,-1.6498456,2.2618241,-0.888655,-0.045575313,0.27683514,0.36114746,-1.0483305
SN2016gfr (gri),0.42335507,1.1174842,-2.0086153,1.6891311,-2.2667744,0.7395278,0.14117531,2.2561336,-1.4380538
SN2016glp (gri),-0.22289339,1.02883,-0.759998,0.33667737,-0.32418677,1.2116702,-0.37844187,2.5066717,-0.25679156
SN2016gmg (gri),1.285299,2.5944843,-1.7260412,0.15613559,-0.6424979,1.3523723,0.72481006,1.6951283,-1.2021593
SN2016gou (gri),0.45560405,0.8991104,-2.288985,2.1085725,-1.7413452,0.066071525,0.6934802,1.428674,-1.0779151
SN2016gsn (gri),0.74388885,0.43204993,-2.051548,1.2432557,-1.7463944,1.3241663,0.32299083,2.6860392,-1.6966987
SN2016gsu (gri),0.21618716,-1.5323989,-1.5553232,2.1574225,-0.8297036,-0.111184984,0.35319707,0.25264934,-0.92019254
SN2016hgw (gri),1.2518153,3.185914,-0.96099657,-0.5295018,-0.43171176,0.96772575,0.2943779,1.0946126,-0.2165169
SN2016hns (gri),1.6157014,2.0346453,-2.7700381,1.4618297,-1.3914614,1.5511104,0.03646256,2.2279873,-1.9317958
SN2016hot (gri),-0.31063098,-2.8334777,-0.5172813,1.7160072,0.1533028,-0.64186937,-0.105386645,-0.4485377,-0.96825594
SN2016hpw (gri),0.3994339,1.2584617,-2.3083692,1.6326314,-1.9317868,0.88335735,0.0006433871,2.4709167,-1.3201327
SN2016hvl (gri),-0.3912966,0.26983634,-1.1210641,0.18744616,-0.34941408,1.014876,-0.452844,2.5576785,0.058903232
SN2016ick (gri),1.450785,1.575693,-2.7759862,1.3434705,-1.4673386,1.5767851,0.2713663,2.3302338,-1.9083812
SN2016ija (gri),-2.645794,1.1073534,2.3718915,-0.6513679,0.5650666,-1.2913204,-2.3903074,-1.5198117,-0.5624597
SN2016ixf (gri),1.1664673,0.22273177,-2.1846836,0.94994265,1.0212452,-0.27728236,-1.743852,-1.2191944,-2.5553288
SN2016jem (gri),0.9920649,-0.14976047,-2.836169,1.6148524,0.3842098,-0.77671844,-1.0516739,-0.7689122,-2.1230385
SN2016ys (gri),0.61310333,-1.0099326,-1.2747488,2.1514146,-0.746065,0.69195974,0.07421997,0.8484384,-1.1246258
SN2017awz (gri),0.90506333,0.34811705,-1.6699252,1.6337932,-2.0755796,1.2235202,-0.07361299,2.261104,-2.0269177
SN2017azk (gri),0.81963456,1.2092844,-0.4747965,1.450352,-0.6700647,0.6660711,0.10915885,2.1889737,-1.2735661
SN2017cfb (gri),1.2356297,0.38847914,-2.5075712,1.9768251,-1.4851528,0.7507765,0.4159974,1.1640337,-1.6731564
SN2017cgr (gri),0.82190543,-0.5380634,-2.1744626,1.4970081,0.64955395,-0.5013794,-1.0794928,-1.0795722,-2.0533419
SN2017cii (gri),0.5929202,-0.7694922,-2.2918577,1.875072,0.19479412,-0.62817675,-0.6950375,-0.596537,-1.8710469
SN2017cjv (gri),1.8303643,3.4386706,-1.2751815,-0.17414229,-1.0900147,2.6783845,0.35902768,0.36384642,-1.6247122
SN2017cpu (gri),1.9810753,1.8984313,-2.4054103,1.1872474,-0.8223139,1.1554922,0.48592052,0.5866993,-1.5407465
SN2017hn (gri),0.23006147,-1.6871259,-1.456309,2.131948,-0.67967653,-0.120507255,0.10011407,0.18528119,-1.1581404
SN2017jl (gri),1.094683,0.7978482,-2.5817072,1.4219834,-1.4744179,1.2374072,0.3575365,2.3354516,-1.6268587
SN2017lc (gri),0.71315396,-0.47595727,-2.5400417,1.7875596,0.29285768,-0.72035414,-0.9709861,-0.60325086,-2.0541947
SN2017lv (gri),0.9546357,-0.24592309,-2.2255547,1.290533,0.8181042,-0.48626322,-1.3480242,-1.2022679,-2.1791744
SN2017me (gri),0.1925287,-1.3909006,-1.6796443,2.322041,-1.0686404,-0.009900923,0.38867825,0.52690935,-0.97727126
SN2017mf (gri),0.109258145,0.03516672,-0.9569868,0.45143136,1.3793497,-1.0841368,-2.1939993,-2.1975853,-0.92373747
SN2017ns (gri),0.67820126,2.4434464,-1.8508728,-0.15360944,-0.38856658,0.9208159,0.68869793,2.0357134,-0.55654377
SN2017nw (gri),0.27519014,-1.3130182,-1.7792425,1.719245,0.40676615,-0.59840184,-0.76057994,-0.7009089,-2.0938811
SN2017oz (gri),1.2973869,2.0527952,-2.4782858,1.4285963,-2.0242639,1.6326299,0.15250415,2.0586956,-2.056533
SN2017ya (gri),1.0184559,-0.09078439,-2.7934802,1.5277239,0.48295167,-0.75787604,-1.163504,-0.8576231,-2.1600885
SN2017yh (gri),0.47522795,1.7841591,-2.457666,1.8011595,-2.6079538,0.49027422,0.46208218,1.7311319,-1.2859215
SN2017yk (gri),-0.0027741075,-0.6620537,-1.564596,1.5864264,-1.0637304,0.20489079,1.6466821,0.63371825,0.06416928
SNLS-03D1ar (gri),-0.8713544,2.1314533,1.9639169,-0.80180734,0.8531487,-0.3642343,-2.026379,-1.235032,-0.17477526
